filename,yaw,pitch,roll,gender
5303.jpg,-18.079487,-7.9984827,-4.1015997,M
50186.jpg,-33.57271,28.466944,-14.4355545,F
50480.jpg,-49.373795,2.019359,0.9424112,M
14408.jpg,-32.044453,-7.9045386,6.585272,M
909.jpg,-32.12996,-1.6610389,-15.807555,F
99492.jpg,-42.756073,-5.1491766,4.724554,M
21589.jpg,8.978565,-9.100126,0.101396084,M
85018.jpg,25.26194,-5.9904814,10.355883,M
100951.jpg,32.288795,-11.071597,10.686363,M
41316.jpg,8.54503,-14.356289,8.224756,M
47592.jpg,-25.309563,-7.7922316,2.7186332,M
18436.jpg,9.740332,-7.4708805,7.500739,M
102671.jpg,-9.272974,4.527546,0.041401535,M
25137.jpg,30.8302,-4.393742,6.759301,M
58549.jpg,-7.5125885,-15.364715,1.2179387,F
31655.jpg,25.780922,-2.8943727,1.7995836,M
65887.jpg,-19.772732,-7.277538,2.244846,M
1089.jpg,8.928951,-18.313234,-8.916912,M
53600.jpg,45.2611,-9.534669,-4.786693,M
68576.jpg,-19.216745,-8.297706,2.5400279,M
82310.jpg,19.877989,-0.1510044,2.985136,M
19436.jpg,-19.874926,-13.099112,-2.81686,M
61125.jpg,-18.967297,-7.857289,5.120082,M
97348.jpg,-9.466398,-16.683582,-6.9427166,M
30827.jpg,-49.874565,6.851582,1.5711079,M
5241.jpg,23.643517,-9.570333,0.73183644,F
62271.jpg,-39.570267,-7.421139,-13.263487,F
25503.jpg,11.797899,-3.655837,2.4420998,F
59630.jpg,-0.26850522,-5.0353518,5.1736703,M
87503.jpg,32.164185,-14.334156,3.4638884,F
8362.jpg,4.73934,-21.060093,-15.952801,M
95021.jpg,10.417905,-4.6656227,2.4289093,F
80078.jpg,25.408733,-6.041324,9.888218,M
63576.jpg,19.316042,-13.356739,3.0316694,F
40855.jpg,13.353447,-7.697195,9.098809,M
393.jpg,14.616117,-7.094627,12.299505,M
19040.jpg,-7.9876194,-6.821327,2.3816586,M
19831.jpg,-39.248688,-4.18069,-1.040345,M
19525.jpg,-3.0428138,-11.035766,0.37897426,M
13418.jpg,14.269869,-4.8926682,10.845959,M
254.jpg,16.004936,-10.195728,2.722869,M
25505.jpg,-16.22828,-12.275046,21.06831,F
81776.jpg,21.11219,-5.031043,4.974898,M
83008.jpg,21.983324,0.4139495,3.1305933,M
95210.jpg,4.9130087,-9.364508,-3.6327765,F
83076.jpg,-23.345387,-16.462257,-2.2730203,M
76118.jpg,23.776989,-8.102074,-6.725554,M
23382.jpg,14.04655,-1.790504,-3.5154712,M
92545.jpg,8.312126,-15.3061695,-2.5831423,M
67638.jpg,-23.51861,5.0340214,-3.1689847,M
88229.jpg,-30.310772,-16.090153,7.3573637,M
79242.jpg,-13.392252,-8.998691,4.359139,M
35239.jpg,4.0161443,-10.437553,-4.2953253,F
60044.jpg,-15.048021,-6.847539,3.8741522,M
33637.jpg,16.429943,-3.9823275,-7.0469723,F
66051.jpg,-5.2759094,-10.459137,-5.176396,M
45851.jpg,2.1491723,-21.341827,9.173018,M
4771.jpg,24.369652,-10.396261,12.137999,M
62497.jpg,19.09829,-21.97574,4.4916553,M
54079.jpg,17.71273,-11.856077,-13.392941,F
21812.jpg,30.531343,-29.159777,0.1261816,M
27639.jpg,-1.224947,-8.417539,0.4183616,M
70892.jpg,-18.843266,1.3108926,2.159246,M
5217.jpg,-2.6620297,-22.951187,12.395817,M
79050.jpg,-8.826912,0.1372155,7.7625084,M
62838.jpg,-23.435863,-6.5785227,3.4369833,M
27245.jpg,-39.317413,-14.662676,-15.458841,M
72083.jpg,2.5322704,-8.812736,2.3473096,M
79630.jpg,21.417519,-12.453722,7.2978973,M
78091.jpg,13.208084,-19.057964,5.020613,M
54563.jpg,14.134525,-2.7108424,-3.773513,M
79413.jpg,8.516989,-13.0207205,0.18758905,M
3920.jpg,-35.002075,-5.756801,-8.343658,M
60634.jpg,6.3391256,-13.868687,1.1016812,M
27425.jpg,21.079796,-11.648683,-6.654463,M
67954.jpg,-15.14688,-16.208714,-7.9553833,M
29007.jpg,18.458069,-9.592341,5.469285,M
13423.jpg,16.335133,-11.417494,1.243475,M
70005.jpg,-7.41798,-2.2399383,0.37751395,M
54668.jpg,19.524893,-5.749611,14.609451,M
71698.jpg,10.1089,-16.683502,2.0204453,M
64210.jpg,-38.91993,-2.7062395,0.79436564,F
75073.jpg,-5.120889,4.966296,7.5246143,F
102148.jpg,-17.032879,-18.737122,1.9289771,M
88767.jpg,-24.964378,-9.3739395,3.6821184,M
13889.jpg,18.82737,-0.103816986,12.394319,M
55979.jpg,10.819971,-10.2343235,-0.0029119253,M
48736.jpg,-8.137574,-19.63813,-4.458753,M
56135.jpg,19.740686,-15.213685,9.630362,M
34694.jpg,-2.576069,-3.0679934,-5.1001773,M
71143.jpg,32.703777,-7.5154653,6.859254,F
93955.jpg,-26.103558,-5.8863096,0.3528633,M
8883.jpg,12.548069,-8.526687,-5.248946,F
43015.jpg,-9.129997,-11.427099,-6.2326355,F
3016.jpg,-36.158127,-3.6200817,-0.007019639,M
36834.jpg,2.5424738,-8.7609625,-16.418425,M
90674.jpg,4.8076696,-17.527903,-2.442722,M
37447.jpg,3.140242,-13.122613,-0.22224927,M
23565.jpg,-16.80308,-9.57365,1.4637607,M
10590.jpg,20.330513,-3.9426694,15.426993,M
33511.jpg,28.459206,-7.917447,4.05677,M
22248.jpg,-20.141258,-4.224979,0.46557844,M
62672.jpg,4.8778553,-7.3289776,-2.8953276,F
6721.jpg,-11.4450655,-10.489782,-1.8985627,M
94550.jpg,21.081291,-7.785158,17.875835,M
72432.jpg,25.161373,-12.159153,2.0519452,M
100555.jpg,21.094471,-18.62041,-24.253408,M
93537.jpg,17.153908,-15.332179,-3.5259051,F
2898.jpg,-39.063667,-8.169924,-0.65849876,M
39349.jpg,16.432777,-2.6303995,8.3705,M
43927.jpg,14.544006,-13.067713,-1.964245,F
44149.jpg,24.429241,0.5848229,1.739919,M
68709.jpg,3.8226507,-18.712606,8.590492,M
15571.jpg,-29.33006,-14.548466,-9.1944475,F
96902.jpg,-29.33006,-14.548466,-9.1944475,F
1534.jpg,-22.367104,-7.4541554,-6.7613335,F
91707.jpg,-19.156128,-7.79291,-6.9743876,M
84112.jpg,-16.656942,-4.135948,5.266324,M
37633.jpg,18.393583,-17.701954,-6.0795493,M
93666.jpg,12.487143,-3.2505298,5.508999,F
75326.jpg,-15.028557,-12.885791,7.0670977,M
2313.jpg,51.691315,-6.0732436,-18.627382,M
5828.jpg,35.643635,9.583415,-4.529903,F
43988.jpg,-18.212173,-6.856797,-3.7004778,F
27826.jpg,-27.815723,-4.365488,-0.15283346,M
99218.jpg,28.945007,-6.2298717,12.327236,M
72920.jpg,20.006683,-9.134739,0.2660389,M
55651.jpg,-31.53061,-10.511464,11.969759,M
41490.jpg,40.202023,-0.6500577,-4.090255,M
79303.jpg,-22.917603,-11.763863,2.4211354,M
42340.jpg,-36.788494,-6.537925,-1.3185027,M
79344.jpg,6.6062617,-8.013971,1.2831092,M
95078.jpg,20.873049,-9.703985,10.846106,M
74814.jpg,16.2237,-13.787253,7.1919622,M
6454.jpg,-29.852245,-2.449888,-9.782361,M
1401.jpg,-0.18840027,-18.274115,-4.60634,M
56396.jpg,-35.295692,6.3980904,-5.1085863,F
46104.jpg,-51.817734,-3.8034532,10.506474,M
62283.jpg,-9.132777,-3.1791558,-2.987457,M
6709.jpg,-8.011021,-7.251736,-0.91955304,F
98506.jpg,21.359388,-7.1208177,10.15017,M
83057.jpg,19.616417,-17.989178,2.8860455,M
36286.jpg,-44.438507,-1.2357444,-1.3365872,M
1623.jpg,5.5670824,-11.96488,0.9324151,M
95517.jpg,-20.797482,-8.097115,0.010585457,M
80713.jpg,20.16985,2.9610717,-1.63974,M
377.jpg,1.397307,-14.640066,6.9912453,M
9089.jpg,-7.435879,-14.4765835,2.8455372,M
81461.jpg,-4.2178917,-19.10084,-8.748981,M
36557.jpg,18.695347,-6.40335,11.408825,M
101538.jpg,24.233475,-9.77412,3.754999,F
872.jpg,1.2458134,-5.694578,0.81494224,M
30943.jpg,-5.375781,-5.8271956,-3.4383326,M
46546.jpg,30.01078,-10.928504,5.1164713,M
87071.jpg,24.118011,-6.9808035,1.8910043,M
53605.jpg,-4.1318464,-3.9317038,7.3259926,M
77716.jpg,-17.90066,-7.3491707,-1.9440383,F
85520.jpg,39.8605,-13.215227,5.9746246,M
11269.jpg,4.6206427,-8.21497,-6.0195174,M
48079.jpg,8.490869,-7.495901,-6.914898,F
64399.jpg,-19.505777,-15.418085,12.072452,M
40524.jpg,19.594109,-15.128114,-0.06608343,M
19457.jpg,49.94689,-5.8035717,2.058583,M
58613.jpg,-18.665598,-1.1833334,-2.0379896,M
7710.jpg,5.63316,-17.208174,0.46281338,M
29558.jpg,17.862272,-5.85563,1.5839475,F
85369.jpg,61.877937,-1.0889246,-7.6349463,M
51929.jpg,18.292326,0.058312863,2.8197334,M
83168.jpg,-1.5272875,-4.0317907,4.451869,M
51197.jpg,24.736101,-3.4621406,3.9303026,F
49400.jpg,19.582434,-5.7944508,17.463217,F
31198.jpg,18.672354,-13.212019,1.9861767,M
24475.jpg,12.619294,-4.5647106,-0.17263733,M
71781.jpg,-40.498238,-1.8931813,7.926503,M
61337.jpg,-10.794624,-5.762173,0.5533929,M
33485.jpg,-24.913967,17.128471,8.187483,M
14369.jpg,-27.769333,-15.502444,14.335386,F
4153.jpg,7.249106,-5.7856545,1.9730182,F
55437.jpg,-21.896938,-2.269649,5.77794,M
78340.jpg,-40.506813,-1.161222,-0.99305594,M
21096.jpg,21.842518,-21.325085,-10.542957,F
45614.jpg,-5.3420815,-5.677351,-4.66873,F
59097.jpg,11.716536,-0.79219675,4.7825985,F
86329.jpg,-10.423943,-21.583252,4.9638762,F
24221.jpg,-5.985694,-13.251335,-1.9999056,M
16858.jpg,16.499434,-0.060404778,8.879913,M
59861.jpg,23.281067,-10.347579,6.8359785,F
95275.jpg,-25.807674,-2.0712667,-1.1346402,M
5409.jpg,-5.4851866,-16.063375,7.254113,F
14673.jpg,-35.45043,-8.920387,1.3395319,M
63255.jpg,37.322536,-10.593318,-23.679962,M
32200.jpg,-15.72592,-21.595041,16.243645,M
70738.jpg,15.102606,-7.5628395,0.8975034,M
84942.jpg,32.782,-3.608204,2.2501607,M
17296.jpg,55.167015,-12.090706,-6.564645,M
74986.jpg,-40.724712,-0.39130443,4.076647,F
94129.jpg,13.886866,-3.697189,-0.85305,M
52238.jpg,-19.325506,-2.4190147,-16.239447,F
30586.jpg,-2.3109956,-8.283877,8.566253,M
72449.jpg,6.879392,-5.2324624,0.72665435,M
40252.jpg,0.6323079,-11.054075,5.309076,F
79816.jpg,-34.909424,-13.968323,-1.0787435,M
39437.jpg,-35.41914,-15.125944,3.8002498,M
76969.jpg,-21.38152,-15.634465,-5.1293583,M
86767.jpg,18.238876,-14.0103245,-7.301877,M
39573.jpg,-18.827616,-9.773971,3.6897202,M
31728.jpg,11.90447,-19.928116,-2.455465,M
9911.jpg,-19.721737,-3.2350452,-3.1616843,M
69097.jpg,20.983688,-4.368955,0.9078868,F
80463.jpg,-8.088409,-9.320493,4.2723246,M
70113.jpg,-4.394519,-19.451427,4.4744177,F
68838.jpg,19.419443,-6.6369715,5.3582373,M
26042.jpg,-8.661652,-12.546421,3.694994,M
41192.jpg,-8.462191,-20.108532,-3.1791236,M
84011.jpg,-19.867691,-9.69957,13.62142,M
18799.jpg,3.360339,-9.687011,1.6289825,M
64864.jpg,-16.661045,-9.464187,-1.726317,M
25842.jpg,-41.199677,-9.466715,4.418326,M
41950.jpg,9.083128,-5.712443,-1.9397691,M
87724.jpg,-22.02359,-10.114107,-9.538976,F
33374.jpg,0.8857785,-8.615854,11.6678915,M
97071.jpg,-0.17651272,-22.753605,-0.6790023,F
43864.jpg,-1.721164,-1.9594122,1.7217742,F
82494.jpg,-8.79532,-5.737748,-17.865105,F
20440.jpg,24.057896,-4.4889154,3.7826343,M
19538.jpg,27.156458,-3.4705644,1.4948748,M
80605.jpg,0.27434134,-16.134455,1.1454624,M
5199.jpg,-8.409342,-16.473259,2.5695922,M
92970.jpg,-12.7877035,-2.1118696,-0.6379838,M
75994.jpg,-31.988924,0.5601148,-2.895472,M
27768.jpg,-1.922442,-8.536655,-2.0597064,F
35275.jpg,14.722515,-5.871785,-2.3823466,F
72492.jpg,-7.23879,-16.75866,-0.0540241,F
88572.jpg,48.27648,8.772602,11.83222,F
8521.jpg,-22.427794,-5.566392,9.469903,M
51030.jpg,-0.030627966,-6.6773024,6.0815387,F
5729.jpg,24.610546,-10.149447,19.798737,M
74537.jpg,13.967279,-15.868529,4.6463256,F
21022.jpg,2.676878,-20.081356,-10.007592,F
78955.jpg,3.4187376,-15.715815,6.7191505,M
85174.jpg,50.37641,-4.5752244,-2.6058323,M
74973.jpg,6.8196497,-15.50012,10.499308,M
96135.jpg,-42.529976,0.38227952,-4.239889,M
26697.jpg,40.77706,-9.621523,-7.6057653,M
89363.jpg,-41.493988,-0.33105224,-6.0784316,M
21356.jpg,10.148872,-14.058242,-21.471497,M
91134.jpg,20.123283,-3.6478736,-8.090279,M
40595.jpg,27.015316,1.7027972,14.549106,M
100883.jpg,16.205626,-13.88034,5.4268837,M
12093.jpg,5.9843893,-13.910387,-9.336434,F
10549.jpg,19.011652,-15.365665,-2.0168946,M
30276.jpg,2.9212472,-5.8363733,-2.708369,F
67028.jpg,29.890554,-0.27761793,0.7778724,F
12706.jpg,13.041175,-1.4019614,1.1590692,M
55878.jpg,4.7157164,-5.784172,-11.40155,F
82348.jpg,7.51604,-9.517113,-20.58537,F
83980.jpg,-35.997654,-16.686749,1.946307,M
62534.jpg,13.988591,4.612804,-2.4699175,M
46369.jpg,11.791102,-17.077301,-5.810293,F
94093.jpg,-23.14588,-14.106279,0.66467655,M
182.jpg,10.471682,-10.875701,-3.9524574,F
95060.jpg,-5.731472,-11.741203,6.0287657,M
61388.jpg,-14.105577,-4.99363,-5.8858643,F
102688.jpg,39.89761,-13.289356,-2.4539456,M
94525.jpg,6.1909456,-9.150396,-4.011409,M
29097.jpg,22.991816,-14.232106,-7.3344183,M
65540.jpg,6.1098604,-8.705415,1.9171312,M
98715.jpg,10.249946,-12.160576,-2.7646,M
48139.jpg,4.8789167,-1.7901496,3.3798962,M
20965.jpg,4.255338,-10.035965,1.3368242,M
102677.jpg,36.30142,-6.9147625,1.1476935,M
56994.jpg,-14.676425,-18.07589,-0.97926146,M
40663.jpg,23.05061,-13.725813,-1.7393055,M
83918.jpg,-5.13902,-10.740803,-1.5560055,F
34873.jpg,0.9272618,-27.045507,-6.774781,F
80202.jpg,-1.5622756,-13.827246,-2.6135268,M
13119.jpg,17.168865,-17.709774,-13.899536,M
91919.jpg,13.475948,-13.660166,-11.004796,M
21978.jpg,35.263233,3.404814,6.759831,M
14705.jpg,-48.27976,0.0021867156,-3.5537145,M
7566.jpg,-2.865767,-14.185339,5.075982,M
73799.jpg,-43.875847,-12.215067,2.0076628,M
28913.jpg,8.222874,-5.0489283,-5.5819616,M
77382.jpg,-2.7526155,-15.78401,4.4872546,F
66123.jpg,14.375101,-9.202316,12.8681345,F
58660.jpg,15.472586,-26.918873,1.478816,M
56513.jpg,-11.251189,-4.4992747,7.52112,M
14174.jpg,-12.612431,-17.938816,-11.815614,M
94565.jpg,24.45583,-13.280169,-3.6805704,M
33753.jpg,15.394839,-3.7766662,18.254364,M
86250.jpg,17.631367,-12.265106,1.6286277,F
40803.jpg,-14.018951,-14.105607,28.728912,M
62255.jpg,-25.727596,-12.067163,-2.1632564,M
53904.jpg,-54.97808,-11.913475,12.222518,M
46895.jpg,15.6921015,10.776052,10.681418,F
7467.jpg,16.271114,-18.640945,-12.889552,M
23220.jpg,33.482597,-10.051883,-22.399178,M
33311.jpg,4.6453857,-22.998524,4.981558,M
35626.jpg,-9.809977,-10.565443,1.7465475,M
62274.jpg,-11.707565,-7.865504,-1.7296011,M
32186.jpg,-37.589134,-17.200436,7.24944,M
92319.jpg,18.499828,-8.616541,11.934102,M
71069.jpg,14.923067,-13.875376,-2.4244666,M
101518.jpg,38.24512,0.4997511,-3.6810877,M
98210.jpg,-45.950912,-7.943465,2.8137145,M
24248.jpg,-16.03525,-0.13226563,-3.8867433,M
89219.jpg,58.66107,1.6123605,-3.8006377,M
64759.jpg,-19.348822,-16.228588,1.0520368,M
60631.jpg,22.6633,-11.943584,11.057964,F
65427.jpg,29.586617,-14.875374,2.797799,M
38878.jpg,-7.3951154,-15.73601,2.9193392,M
6319.jpg,-11.002067,-22.665318,5.085734,M
43439.jpg,16.147072,-14.501792,-11.713624,M
51849.jpg,16.432287,-1.392535,-1.9601772,M
50589.jpg,-5.084017,-27.351454,-16.053656,F
21759.jpg,-34.355347,-4.659497,0.9578016,M
16134.jpg,-0.1815592,-13.307657,2.2340112,M
43931.jpg,25.219002,-9.90464,14.486579,M
23179.jpg,18.38845,-20.518917,2.2738059,M
90623.jpg,-10.853857,-14.310327,-2.1521964,M
50915.jpg,63.83651,-23.629475,-8.901775,M
29316.jpg,13.985034,-6.41284,-5.7447886,F
5353.jpg,-0.020848632,-13.889186,-1.9325757,M
36633.jpg,-9.899436,-8.097708,2.4683928,M
81498.jpg,-37.488827,-16.621544,4.6790047,M
957.jpg,26.176708,-33.812355,2.2110882,M
87253.jpg,45.747787,10.657456,1.0821737,M
44311.jpg,5.911582,-11.101151,-0.030528963,F
86281.jpg,34.61415,-3.0875945,-7.502445,M
100152.jpg,-19.323967,-14.838391,6.5730352,M
18699.jpg,6.972433,-19.127388,4.4778595,M
22331.jpg,-42.324158,-4.2100577,4.3701763,M
88516.jpg,-22.854881,-5.0139775,1.7684088,M
41031.jpg,-22.854881,-5.0139775,1.7684088,M
93521.jpg,-35.32637,-6.236038,-4.290736,M
39702.jpg,16.440672,-19.182892,-4.226631,M
22720.jpg,-53.759933,-12.127665,7.485655,M
78280.jpg,-22.395306,-3.3743875,-1.873689,M
64979.jpg,11.242859,-18.860218,2.3013794,F
99780.jpg,19.428421,-21.204617,-20.681261,M
97952.jpg,56.02154,-2.6763718,7.861186,M
4961.jpg,5.382187,-13.583115,-15.3361,M
102828.jpg,28.259483,0.19954872,10.526422,F
1426.jpg,-1.4602299,-4.6620226,1.2721782,M
99818.jpg,16.006027,-2.776359,0.6653414,M
11295.jpg,25.44892,-2.0551438,13.41053,M
20989.jpg,12.685794,-11.780085,5.772951,M
50226.jpg,6.286794,-15.650518,-12.927538,M
78914.jpg,9.670556,-7.1922455,-6.34968,M
7614.jpg,-29.245842,-11.2584305,0.9929486,M
56418.jpg,-1.889848,-4.5622516,-14.224334,M
77677.jpg,-31.353283,-6.1480837,0.070755124,M
78182.jpg,-28.503479,-24.401608,-11.717501,F
70450.jpg,56.626,-12.64178,2.572282,M
80049.jpg,26.663872,-1.7292838,-1.9867342,M
48088.jpg,-20.263771,-5.890334,9.846955,M
2177.jpg,-42.9487,-5.791199,2.2704463,M
49008.jpg,-40.21563,-2.5058982,-0.6732843,M
90219.jpg,19.421768,-13.444107,-1.7792797,M
72688.jpg,20.568676,-7.4085736,1.6752825,F
71795.jpg,13.453457,-11.583691,-4.506736,F
51891.jpg,-18.192797,-11.840349,5.1502194,M
48410.jpg,36.38199,-5.800218,0.17834938,M
92814.jpg,3.7595937,-15.073761,-8.573007,M
36342.jpg,54.48269,-8.204849,-19.835585,M
31376.jpg,-32.086555,-10.555923,-12.22917,M
13761.jpg,14.53318,2.2960644,-5.087631,M
22770.jpg,-60.570972,12.114555,2.7043188,M
8222.jpg,7.217275,-11.534929,-0.22300845,M
1680.jpg,-19.793716,-9.316925,-0.09529734,M
28594.jpg,28.763159,-7.588097,-0.008944452,F
50080.jpg,-14.62085,-11.500462,11.970954,M
69261.jpg,-36.181442,-22.959066,4.403918,M
54857.jpg,-24.27636,0.3218994,-6.9154215,F
25270.jpg,44.2107,-21.184223,-24.181759,M
52874.jpg,-5.314111,-8.233546,4.65474,M
101834.jpg,-3.616282,-7.5799766,3.0485044,M
73057.jpg,-25.291477,-0.118885875,-6.300705,M
69548.jpg,1.5585921,-12.049037,3.8545723,F
18039.jpg,-9.3284855,-17.70966,10.839624,F
76890.jpg,6.3741894,-11.709367,-1.7466826,M
36886.jpg,-7.7500854,-5.2496777,-1.2524476,M
16161.jpg,-25.8878,-14.581825,-1.9103928,M
93937.jpg,-22.46669,-4.812894,-1.5331483,M
37338.jpg,17.146809,-4.886597,3.9862976,F
89950.jpg,-24.735817,-7.867738,-2.263792,M
32362.jpg,50.398766,-8.03615,-6.6728683,M
10836.jpg,-7.7366133,-4.206945,1.3323753,F
81650.jpg,1.4745765,-9.484722,2.5624118,M
54021.jpg,-13.588089,-32.518646,17.032131,M
91692.jpg,-60.92813,-12.741891,-1.6085081,M
83045.jpg,-32.280643,-9.682142,0.11968441,M
29989.jpg,-27.206936,-30.832884,-4.8970633,F
27962.jpg,-7.06521,-8.779706,2.3900692,M
99158.jpg,30.759998,-8.353382,6.8622274,M
35765.jpg,-23.55312,-10.890604,-2.285284,M
85074.jpg,-18.853933,-18.258541,-3.4180365,M
54385.jpg,-54.135925,-4.8464074,-16.67373,F
69942.jpg,-17.022436,-14.316008,22.096764,M
41277.jpg,70.4191,-6.5741477,-7.794046,M
49056.jpg,-50.03913,-19.537119,22.43462,M
67124.jpg,-13.385786,-15.689854,0.029489875,M
15914.jpg,17.638338,-18.294464,-1.1968315,F
57916.jpg,19.318138,-10.646914,-1.4617932,M
100984.jpg,-61.87981,-16.069513,8.482353,M
5701.jpg,-6.767415,-8.76782,0.1299448,M
31413.jpg,-1.241699,-17.316206,-7.4347405,M
25870.jpg,-27.492744,-30.644123,20.957062,M
17037.jpg,-1.3048543,-10.652155,-7.8343763,F
55593.jpg,-8.558777,-11.352218,1.8497962,F
80525.jpg,7.274067,-10.223811,-5.1202316,M
84508.jpg,10.970265,-11.034082,-3.3288496,M
87298.jpg,35.854507,16.444572,-12.764692,M
79278.jpg,-4.5086293,-14.073064,8.570962,F
83724.jpg,-61.631172,-5.153365,-10.980313,M
1492.jpg,-19.72015,-5.3501277,3.4396544,M
99707.jpg,-19.915905,-12.898614,-3.56672,M
102155.jpg,30.703705,-15.252617,0.5028887,M
48183.jpg,26.87298,-5.892047,-8.614276,M
30546.jpg,-36.457012,-10.767027,2.5405934,M
31686.jpg,-26.837685,-6.743025,2.9293137,M
48284.jpg,-12.556764,-10.034393,-6.813717,M
96087.jpg,33.912613,-18.663008,-4.9225698,M
10332.jpg,-35.11229,-15.732534,-13.396334,M
71862.jpg,-37.154724,-11.261666,12.147622,F
12357.jpg,14.919697,-6.11657,10.4844265,M
23327.jpg,11.476498,-13.358604,1.5229082,F
38321.jpg,22.4006,-17.779657,6.070784,M
95038.jpg,-42.89028,-12.862648,8.203467,M
65143.jpg,-26.538813,-7.5002685,-2.7264664,M
22529.jpg,24.572998,-15.764402,-5.2669024,M
65984.jpg,-30.39732,-2.0296693,-3.8124971,M
56479.jpg,-17.38913,1.0584011,3.2478058,M
83290.jpg,0.4438455,-6.7291975,-13.144558,F
39250.jpg,21.45332,-8.301972,-6.972689,M
84124.jpg,-37.542,-18.229359,-6.212974,F
47362.jpg,-29.924389,-4.134987,-2.8140922,M
97509.jpg,43.882736,-4.044673,-1.1095287,M
52497.jpg,-30.19576,-16.138285,5.464951,M
38298.jpg,16.26348,-5.29303,-0.41143548,M
60071.jpg,18.790714,-12.39937,1.0793309,F
13849.jpg,74.674934,-2.861667,-6.053591,M
94474.jpg,-36.077908,-24.219032,11.7930355,M
95581.jpg,-30.194286,-9.908362,2.0215328,F
64110.jpg,-31.189816,-3.3012938,-3.8147228,M
88780.jpg,21.452032,13.446988,-10.785062,M
20603.jpg,-2.8514125,-10.783787,3.285419,M
20316.jpg,14.436661,-13.189049,-17.728407,M
78602.jpg,5.174084,-5.9516354,-3.8423443,M
75059.jpg,18.686626,-3.1865368,3.951849,M
95079.jpg,-30.595716,-6.5103045,-0.81721926,M
58834.jpg,9.370897,-8.77599,2.269719,M
10639.jpg,11.973181,-0.58502114,4.9747705,M
39534.jpg,17.864035,-14.9309635,-4.3248253,M
101348.jpg,31.051723,-2.6476076,-6.975624,F
37109.jpg,-8.228825,-10.029358,5.7292595,M
41261.jpg,16.311762,-4.3660393,2.1518698,M
7402.jpg,-22.127007,-13.827484,0.47849807,M
98443.jpg,1.993576,-4.4892993,6.8088164,M
85867.jpg,-7.71694,-19.376793,1.9720509,M
76091.jpg,-3.6380258,-8.642064,1.4738646,M
3198.jpg,-22.368496,-7.5403337,-9.887732,M
29001.jpg,15.933357,-9.222041,-2.2557528,F
36821.jpg,29.7591,-13.075962,-12.231023,M
38176.jpg,-22.172058,-7.5824156,0.50647694,F
32599.jpg,10.321229,-28.249094,11.261686,M
59610.jpg,-30.940727,-16.576588,8.4759865,M
